row_id,microbusiness_density
36059_2019-11-01,11.492206
36059_2019-12-01,11.513999
36059_2020-01-01,11.52216
36059_2020-02-01,11.371518
36059_2020-03-01,11.443588
36059_2020-04-01,11.615427
36059_2020-05-01,11.620515
36059_2020-06-01,11.683541
36059_2020-07-01,11.731965
36059_2020-08-01,11.820899
36059_2020-09-01,11.716891
36059_2020-10-01,11.709543
36059_2020-11-01,11.634363
36059_2020-12-01,11.63427
36059_2021-01-01,11.601508
36059_2021-02-01,11.278954
36059_2021-03-01,11.353194
36059_2021-04-01,11.429881
36059_2021-05-01,11.486054
36059_2021-06-01,11.522563
36059_2021-07-01,11.536772
36059_2021-08-01,11.601038
36059_2021-09-01,11.56387
36059_2021-10-01,11.619857
36059_2021-11-01,11.76862
36059_2021-12-01,11.848505
36059_2022-01-01,11.866186
36059_2022-02-01,11.91331
36059_2022-03-01,12.037094
36059_2022-04-01,12.047252
36059_2022-05-01,11.975014
36059_2022-06-01,12.032861
36059_2022-07-01,12.191258
36059_2022-08-01,12.18063
36059_2022-09-01,12.180535
36059_2022-10-01,12.299052
36061_2019-08-01,32.90464
36061_2019-09-01,32.227097
36061_2019-10-01,32.434135
36061_2019-11-01,32.399841
36061_2019-12-01,32.329273
36061_2020-01-01,32.534908
36061_2020-02-01,32.140839
36061_2020-03-01,32.327709
36061_2020-04-01,32.529182
36061_2020-05-01,33.464737
36061_2020-06-01,33.255245
36061_2020-07-01,33.366219
36061_2020-08-01,33.340088
36061_2020-09-01,33.185654
36061_2020-10-01,33.716759
36061_2020-11-01,33.607288
36061_2020-12-01,32.898907
36061_2021-01-01,33.273518
36061_2021-02-01,32.241634
36061_2021-03-01,32.142853
36061_2021-04-01,32.416142
36061_2021-05-01,32.502895
36061_2021-06-01,32.36124
36061_2021-07-01,32.540478
36061_2021-08-01,32.640259
36061_2021-09-01,32.590225
36061_2021-10-01,32.666382
36061_2021-11-01,32.860218
36061_2021-12-01,32.997581
36061_2022-01-01,33.063427
36061_2022-02-01,33.042221
36061_2022-03-01,33.291737
36061_2022-04-01,33.137142
36061_2022-05-01,32.903172
36061_2022-06-01,33.086708
36061_2022-07-01,33.330204
36061_2022-08-01,33.367527
36061_2022-09-01,33.819275
36061_2022-10-01,33.852085
36063_2019-08-01,3.9018142
36063_2019-09-01,3.8569591
36063_2019-10-01,3.8988633
36063_2019-11-01,3.91834
36063_2019-12-01,3.8852887
36063_2020-01-01,3.9115708
36063_2020-02-01,3.8274763
36063_2020-03-01,3.8073411
36063_2020-04-01,3.8896587
36063_2020-05-01,3.9003186
36063_2020-06-01,3.9092019
36063_2020-07-01,3.9299293
36063_2020-08-01,3.9636855
36063_2020-09-01,3.9382203
36063_2020-10-01,3.9305215
36063_2020-11-01,3.9251916
36063_2020-12-01,3.9352591
36063_2021-01-01,3.9186909
36063_2021-02-01,3.8052003
36063_2021-03-01,3.8349099
36063_2021-04-01,3.8432286
36063_2021-05-01,3.853924
36063_2021-06-01,3.8509531
36063_2021-07-01,3.8485763
36063_2021-08-01,3.8509531
36063_2021-09-01,3.8355041
36063_2021-10-01,3.8515472
36063_2021-11-01,3.8978941
36063_2021-12-01,3.9115605
36063_2022-01-01,3.9121172
36063_2022-02-01,3.9305649
36063_2022-03-01,3.9519882
36063_2022-04-01,3.9692457
36063_2022-05-01,3.9430618
36063_2022-06-01,3.9662704
36063_2022-07-01,4.0085216
36063_2022-08-01,3.9674606
36063_2022-09-01,3.9638901
36063_2022-10-01,3.9900739
36065_2019-08-01,3.5258145
36065_2019-09-01,3.5176098
36065_2019-10-01,3.5077643
36065_2019-11-01,3.5230796
36065_2019-12-01,3.5531635
36065_2020-01-01,3.5178866
36065_2020-02-01,3.4490919
36065_2020-03-01,3.4468906
36065_2020-04-01,3.4898183
36065_2020-05-01,3.5074298
36065_2020-06-01,3.5041277
36065_2020-07-01,3.5239406
36065_2020-08-01,3.5294442
36065_2020-09-01,3.5206385
36065_2020-10-01,3.5277932
36065_2020-11-01,3.5024767
36065_2020-12-01,3.4837644
36065_2021-01-01,3.4678569
36065_2021-02-01,3.380028
36065_2021-03-01,3.4093044
36065_2021-04-01,3.431952
36065_2021-05-01,3.4137235
36065_2021-06-01,3.4175901
36065_2021-07-01,3.4247711
36065_2021-08-01,3.4302948
36065_2021-09-01,3.4391329
36065_2021-10-01,3.4407902
36065_2021-11-01,3.4761426
36065_2021-12-01,3.5009999
36065_2022-01-01,3.5272009
36065_2022-02-01,3.535516
36065_2022-03-01,3.5427222
36065_2022-04-01,3.5510371
36065_2022-05-01,3.5382876
36065_2022-06-01,3.5587978
36065_2022-07-01,3.6541426
36065_2022-08-01,3.6375127
36065_2022-09-01,3.6696637
36065_2022-10-01,3.6746528
36067_2019-08-01,5.6237025
36067_2019-09-01,5.6135941
36067_2019-10-01,5.5835428
36067_2019-11-01,5.6310787
36067_2019-12-01,5.6094961
36067_2020-01-01,5.6088548
36067_2020-02-01,5.5454264
36067_2020-03-01,5.5564098
36067_2020-04-01,5.6335669
36067_2020-05-01,5.6412554
36067_2020-06-01,5.6717334
36067_2020-07-01,5.7335143
36067_2020-08-01,5.7760739
36067_2020-09-01,5.7977662
36067_2020-10-01,5.7974916
36067_2020-11-01,5.7980404
36067_2020-12-01,5.7895284
36067_2021-01-01,5.7470126
36067_2021-02-01,5.5521197
36067_2021-03-01,5.5765843
36067_2021-04-01,5.6013241
36067_2021-05-01,5.5892291
36067_2021-06-01,5.6004992
36067_2021-07-01,5.6202908
36067_2021-08-01,5.6634479
36067_2021-09-01,5.6661968
36067_2021-10-01,5.6766424
36067_2021-11-01,5.7148514
36067_2021-12-01,5.7321692
36067_2022-01-01,5.755455
36067_2022-02-01,5.7571068
36067_2022-03-01,5.7730746
36067_2022-04-01,5.7906938
36067_2022-05-01,5.7761025
36067_2022-06-01,5.7948232
36067_2022-07-01,5.863924
36067_2022-08-01,5.8443775
36067_2022-09-01,5.8402481
36067_2022-10-01,5.8446527
36069_2019-08-01,5.352509
36069_2019-09-01,5.2902303
36069_2019-10-01,5.1829724
36069_2019-11-01,5.2048855
36069_2019-12-01,5.1725926
36069_2020-01-01,5.1618395
36069_2020-02-01,5.0893483
36069_2020-03-01,5.0928001
36069_2020-04-01,5.1296215
36069_2020-05-01,5.1698942
36069_2020-06-01,5.1744967
36069_2020-07-01,5.1975098
36069_2020-08-01,5.2884116
36069_2020-09-01,5.2561936
36069_2020-10-01,5.2492895
36069_2020-11-01,5.1963592
36069_2020-12-01,5.1917567
36069_2021-01-01,5.1552896
36069_2021-02-01,5.3686118
36069_2021-03-01,5.4133406
36069_2021-04-01,5.3525553
36069_2021-05-01,5.3594365
36069_2021-06-01,5.34338
36069_2021-07-01,5.3364987
36069_2021-08-01,5.3273234
36069_2021-09-01,5.3330579
36069_2021-10-01,5.3330579
36069_2021-11-01,5.3605833
36069_2021-12-01,5.3697586
36069_2022-01-01,5.3292432
36069_2022-02-01,5.3748603
36069_2022-03-01,5.4261799
36069_2022-04-01,5.4535503
36069_2022-05-01,5.4387245
36069_2022-06-01,5.4809208
36069_2022-07-01,5.5402231
36069_2022-08-01,5.5345211
36069_2022-09-01,5.5322399
36069_2022-10-01,5.5584698
36071_2019-08-01,5.9957738
36071_2019-09-01,5.8927917
36071_2019-10-01,5.9041944
36071_2019-11-01,5.9294944
36071_2019-12-01,5.9070454
36071_2020-01-01,5.8741927
36071_2020-02-01,5.8019834
36071_2020-03-01,5.8073192
36071_2020-04-01,5.8482256
36071_2020-05-01,5.8606753
36071_2020-06-01,5.8745484
36071_2020-07-01,5.9375091
36071_2020-08-01,5.9122534
36071_2020-09-01,5.9051394
36071_2020-10-01,5.8866425
36071_2020-11-01,5.8628097
36071_2020-12-01,5.9613414
36071_2021-01-01,5.9071474
36071_2021-02-01,5.8831019
36071_2021-03-01,5.9460454
36071_2021-04-01,5.9934297
36071_2021-05-01,5.9623117
36071_2021-06-01,5.965848
36071_2021-07-01,5.975749
36071_2021-08-01,6.0033312
36071_2021-09-01,5.9722128
36071_2021-10-01,5.9884791
36071_2021-11-01,6.058495
36071_2021-12-01,6.058495
36071_2022-01-01,6.0039082
36071_2022-02-01,6.0629492
36071_2022-03-01,6.1518617
36071_2022-04-01,6.2397203
36071_2022-05-01,6.2003598
36071_2022-06-01,6.2467494
36071_2022-07-01,6.3665886
36071_2022-08-01,6.3307419
36071_2022-09-01,6.3592081
36071_2022-10-01,6.3831058
36073_2019-08-01,2.4038029
36073_2019-09-01,2.3857517
36073_2019-10-01,2.3947773
36073_2019-11-01,2.3857517
36073_2019-12-01,2.433888
36073_2020-01-01,2.3689792
36073_2020-02-01,2.4538019
36073_2020-03-01,2.344744
36073_2020-04-01,2.3538322
36073_2020-05-01,2.329597
36073_2020-06-01,2.3386853
36073_2020-07-01,2.3689792
36073_2020-08-01,2.3750379
36073_2020-09-01,2.3598909
36073_2020-10-01,2.3538322
36073_2020-11-01,2.3508029
36073_2020-12-01,2.3235383
36073_2021-01-01,2.2831051
36073_2021-02-01,2.2648401
36073_2021-03-01,2.2678843
36073_2021-04-01,2.237443
36073_2021-05-01,2.2313547
36073_2021-06-01,2.2343988
36073_2021-07-01,2.1796043
36073_2021-08-01,2.1461186
36073_2021-09-01,2.1278539
36073_2021-10-01,2.1187215
36073_2021-11-01,2.1187215
36073_2021-12-01,2.1248097
36073_2022-01-01,2.129802
36073_2022-02-01,2.1481097
36073_2022-03-01,2.2213407
36073_2022-04-01,2.2884691
36073_2022-05-01,2.3006744
36073_2022-06-01,2.2793152
36073_2022-07-01,2.3586488
36073_2022-08-01,2.328136
36073_2022-09-01,2.3159308
36073_2022-10-01,2.3037257
36075_2019-08-01,2.5619228
36075_2019-09-01,2.4620388
36075_2019-10-01,2.4652264
36075_2019-11-01,2.4524753
36075_2019-12-01,2.4758525
36075_2020-01-01,2.4883907
36075_2020-02-01,2.4008541
36075_2020-03-01,2.4243395
36075_2020-04-01,2.4691753
36075_2020-05-01,2.4595675
36075_2020-06-01,2.4595675
36075_2020-07-01,2.4670403
36075_2020-08-01,2.5044036
36075_2020-09-01,2.4851882
36075_2020-10-01,2.4713104
36075_2020-11-01,2.4595675
36075_2020-12-01,2.4371498
36075_2021-01-01,2.435178
36075_2021-02-01,2.3300471
36075_2021-03-01,2.3493569
36075_2021-04-01,2.348284
36075_2021-05-01,2.3493569
36075_2021-06-01,2.3418474
36075_2021-07-01,2.3439929
36075_2021-08-01,2.3397019
36075_2021-09-01,2.3386292
36075_2021-10-01,2.3397019
36075_2021-11-01,2.3182466
36075_2021-12-01,2.3139555
36075_2022-01-01,2.3282123
36075_2022-02-01,2.3346765
36075_2022-03-01,2.3131289
36075_2022-04-01,2.3206706
36075_2022-05-01,2.3023551
36075_2022-06-01,2.3529918
36075_2022-07-01,2.3960869
36075_2022-08-01,2.439182
36075_2022-09-01,2.4564202
36075_2022-10-01,2.4596522
36077_2019-08-01,4.9025025
36077_2019-09-01,4.7643485
36077_2019-10-01,4.756454
36077_2019-11-01,4.7307963
36077_2019-12-01,4.7248755
36077_2020-01-01,4.7651196
36077_2020-02-01,4.6936426
36077_2020-03-01,4.7452645
36077_2020-04-01,4.7393084
36077_2020-05-01,4.7611485
36077_2020-06-01,4.7829885
36077_2020-07-01,4.8385816
36077_2020-08-01,4.8405671
36077_2020-09-01,4.8584361
36077_2020-10-01,4.8643928
36077_2020-11-01,4.8624072
36077_2020-12-01,4.8425527
36077_2021-01-01,4.8618431
36077_2021-02-01,4.9553404
36077_2021-03-01,4.9553404
36077_2021-04-01,4.9394259
36077_2021-05-01,4.9036183
36077_2021-06-01,4.8578649
36077_2021-07-01,4.8160896
36077_2021-08-01,4.8359823
36077_2021-09-01,4.7325392
36077_2021-10-01,4.720603
36077_2021-11-01,4.7782927
36077_2021-12-01,4.7782927
36077_2022-01-01,4.798882
36077_2022-02-01,4.7509732
36077_2022-03-01,4.7829123
36077_2022-04-01,4.8028746
36077_2022-05-01,4.766943
36077_2022-06-01,4.7889009
36077_2022-07-01,4.8787303
36077_2022-08-01,4.8148518
36077_2022-09-01,4.8328176
36077_2022-10-01,4.8427987
36079_2019-08-01,7.2825217
36079_2019-09-01,7.2177262
36079_2019-10-01,7.3130136
36079_2019-11-01,7.266005
36079_2019-12-01,7.2329721
36079_2020-01-01,7.211874
36079_2020-02-01,7.0722075
36079_2020-03-01,7.1356926
36079_2020-04-01,7.251235
36079_2020-05-01,7.4607348
36079_2020-06-01,7.3909016
36079_2020-07-01,7.3426528
36079_2020-08-01,7.3705864
36079_2020-09-01,7.333765
36079_2020-10-01,7.3261471
36079_2020-11-01,7.3197985
36079_2020-12-01,7.2766285
36079_2021-01-01,7.239068
36079_2021-02-01,6.9894447
36079_2021-03-01,7.0578694
36079_2021-04-01,7.0958829
36079_2021-05-01,7.0692735
36079_2021-06-01,7.0680065
36079_2021-07-01,7.1389651
36079_2021-08-01,7.1617737
36079_2021-09-01,7.179513
36079_2021-10-01,7.1972528
36079_2021-11-01,7.2910199
36079_2021-12-01,7.2770815
36079_2022-01-01,7.224195
36079_2022-02-01,7.182488
36079_2022-03-01,7.217876
36079_2022-04-01,7.2469444
36079_2022-05-01,7.2166123
36079_2022-06-01,7.2279868
36079_2022-07-01,7.3227758
36079_2022-08-01,7.2987628
36079_2022-09-01,7.3581638
36079_2022-10-01,7.3884964
36081_2019-08-01,5.7209401
36081_2019-09-01,5.6845441
36081_2019-10-01,5.7858529
36081_2019-11-01,5.7955012
36081_2019-12-01,5.8029518
36081_2020-01-01,5.8846569
36081_2020-02-01,5.7949162
36081_2020-03-01,5.7489271
36081_2020-04-01,5.8803473
36081_2020-05-01,5.955904
36081_2020-06-01,5.9985652
36081_2020-07-01,6.0505548
36081_2020-08-01,6.117929
36081_2020-09-01,6.1129098
36081_2020-10-01,6.134295
36081_2020-11-01,6.1117644
36081_2020-12-01,6.1017809
36081_2021-01-01,6.1032896
36081_2021-02-01,5.7490005
36081_2021-03-01,5.8134913
36081_2021-04-01,5.8595171
36081_2021-05-01,5.8657637
36081_2021-06-01,5.87075
36081_2021-07-01,5.8777633
36081_2021-08-01,5.8980365
36081_2021-09-01,5.8830781
36081_2021-10-01,5.9086113
36081_2021-11-01,5.9857593
36081_2021-12-01,5.9946356
36081_2022-01-01,6.0604658
36081_2022-02-01,6.086545
36081_2022-03-01,6.1470294
36081_2022-04-01,6.1650591
36081_2022-05-01,6.129055
36081_2022-06-01,6.146699
36081_2022-07-01,6.2544904
36081_2022-08-01,6.215178
36081_2022-09-01,6.2060256
36081_2022-10-01,6.2144613
36083_2019-08-01,4.2882533
36083_2019-09-01,4.259284
36083_2019-10-01,4.2381439
36083_2019-11-01,4.2788577
36083_2019-12-01,4.2475395
36083_2020-01-01,4.2871237
36083_2020-02-01,4.2103863
36083_2020-03-01,4.2103863
36083_2020-04-01,4.248755
36083_2020-05-01,4.2017727
36083_2020-06-01,4.1970744
36083_2020-07-01,4.2150846
36083_2020-08-01,4.1955085
36083_2020-09-01,4.1688852
36083_2020-10-01,4.1610551
36083_2020-11-01,4.1375637
36083_2020-12-01,4.0670905
36083_2021-01-01,4.0420284
36083_2021-02-01,3.9210329
36083_2021-03-01,3.9514768
36083_2021-04-01,3.9928496
36083_2021-05-01,3.9545994
36083_2021-06-01,3.9428902
36083_2021-07-01,3.9585025
36083_2021-08-01,3.9460125
36083_2021-09-01,3.9475739
36083_2021-10-01,3.9538188
36083_2021-11-01,4.0201712
36083_2021-12-01,4.0232935
36083_2022-01-01,4.0123482
36083_2022-02-01,4.0279784
36083_2022-03-01,4.0639286
36083_2022-04-01,4.0764332
36083_2022-05-01,4.0475168
36083_2022-06-01,4.052206
36083_2022-07-01,4.1350474
36083_2022-08-01,4.0967526
36083_2022-09-01,4.0990973
36083_2022-10-01,4.0920634
36085_2019-08-01,6.2283812
36085_2019-09-01,6.0219736
36085_2019-10-01,6.0011978
36085_2019-11-01,6.1814337
36085_2019-12-01,6.1817036
36085_2020-01-01,6.0514398
36085_2020-02-01,5.968647
36085_2020-03-01,5.9064174
36085_2020-04-01,5.9675646
36085_2020-05-01,5.7224336
36085_2020-06-01,5.7451611
36085_2020-07-01,5.8060379
36085_2020-08-01,5.8939714
36085_2020-09-01,5.9367204
36085_2020-10-01,5.8893719
36085_2020-11-01,5.8931594
36085_2020-12-01,5.9670238
36085_2021-01-01,5.8545008
36085_2021-02-01,5.5396528
36085_2021-03-01,5.5663624
36085_2021-04-01,5.6111479
36085_2021-05-01,5.604403
36085_2021-06-01,5.6195116
36085_2021-07-01,5.671042
36085_2021-08-01,5.6815639
36085_2021-09-01,5.6424437
36085_2021-10-01,5.6648364
36085_2021-11-01,5.7557569
36085_2021-12-01,5.9265356
36085_2022-01-01,6.0718756
36085_2022-02-01,6.1262326
36085_2022-03-01,6.2411366
36085_2022-04-01,6.3624988
36085_2022-05-01,6.3374729
36085_2022-06-01,6.4677153
36085_2022-07-01,6.658504
36085_2022-08-01,6.6445112
36085_2022-09-01,6.6932173
36085_2022-10-01,6.7682953
36087_2019-08-01,10.062588
36087_2019-09-01,9.7158222
36087_2019-10-01,9.764327
36087_2019-11-01,9.8158102
36087_2019-12-01,9.686039
36087_2020-01-01,9.7452707
36087_2020-02-01,9.5856113
36087_2020-03-01,9.9669981
36087_2020-04-01,10.034629
36087_2020-05-01,10.013655
36087_2020-06-01,10.155766
36087_2020-07-01,10.177595
36087_2020-08-01,10.04533
36087_2020-09-01,10.004237
36087_2020-10-01,10.007234
36087_2020-11-01,9.9725628
36087_2020-12-01,10.017507
36087_2021-01-01,9.9781609
36087_2021-02-01,9.1988182
36087_2021-03-01,9.2728987
36087_2021-04-01,9.3178606
36087_2021-05-01,9.2938805
36087_2021-06-01,9.314435
36087_2021-07-01,9.3217144
36087_2021-08-01,9.4193468
36087_2021-09-01,9.3889437
36087_2021-10-01,9.4017897
36087_2021-11-01,9.4968529
36087_2021-12-01,9.5174065
36087_2022-01-01,9.5945311
36087_2022-02-01,9.6682529
36087_2022-03-01,9.7869787
36087_2022-04-01,9.8675585
36087_2022-05-01,9.8336973
36087_2022-06-01,9.9172773
36087_2022-07-01,10.113154
36087_2022-08-01,10.088723
36087_2022-09-01,10.222451
36087_2022-10-01,10.319318
36089_2019-08-01,1.9975711
36089_2019-09-01,1.937417
36089_2019-10-01,2.0565903
36089_2019-11-01,2.0588603
36089_2019-12-01,2.0395656
36089_2020-01-01,2.0403948
36089_2020-02-01,2.0151479
36089_2020-03-01,2.0380995
36089_2020-04-01,1.9543264
36089_2020-05-01,1.9658022
36089_2020-06-01,1.9715401
36089_2020-07-01,1.977278
36089_2020-08-01,1.977278
36089_2020-09-01,1.9910489
36089_2020-10-01,1.9876062
36089_2020-11-01,1.9485885
36089_2020-12-01,1.9336699
36089_2021-01-01,1.9299054
36089_2021-02-01,1.8872492
36089_2021-03-01,1.8976251
36089_2021-04-01,1.8872492
36089_2021-05-01,1.8664976
36089_2021-06-01,1.8641919
36089_2021-07-01,1.863039
36089_2021-08-01,1.8618861
36089_2021-09-01,1.8618861
36089_2021-10-01,1.863039
36089_2021-11-01,1.8814849
36089_2021-12-01,1.8884021
36089_2022-01-01,1.8894291
36089_2022-02-01,1.9021331
36089_2022-03-01,1.8986684
36089_2022-04-01,1.9102175
36089_2022-05-01,1.9021331
36089_2022-06-01,1.9240763
36089_2022-07-01,1.9448647
36089_2022-08-01,1.9321607
36089_2022-09-01,1.9321607
36089_2022-10-01,1.9367803
36091_2019-08-01,6.7416735
36091_2019-09-01,6.7494864
36091_2019-10-01,6.73386
36091_2019-11-01,6.7427897
36091_2019-12-01,6.7266049
36091_2020-01-01,6.6122346
36091_2020-02-01,6.5096893
36091_2020-03-01,6.4974947
36091_2020-04-01,6.5590219
36091_2020-05-01,6.5861826
36091_2020-06-01,6.5850739
36091_2020-07-01,6.5617933
36091_2020-08-01,6.5883994
36091_2020-09-01,6.596714
36091_2020-10-01,6.6028113
36091_2020-11-01,6.5906167
36091_2020-12-01,6.5340781
36091_2021-01-01,6.4731641
36091_2021-02-01,6.23417
36091_2021-03-01,6.2649369
36091_2021-04-01,6.2995501
36091_2021-05-01,6.9868636
36091_2021-06-01,6.99016
36091_2021-07-01,7.4379301
36091_2021-08-01,7.4533138
36091_2021-09-01,7.4719939
36091_2021-10-01,7.5675912
36091_2021-11-01,7.632422
36091_2021-12-01,7.6631889
36091_2022-01-01,7.6129713
36091_2022-02-01,7.6173301
36091_2022-03-01,7.6729031
36091_2022-04-01,7.5301566
36091_2022-05-01,7.4702249
36091_2022-06-01,6.5282059
36091_2022-07-01,6.5794206
36091_2022-08-01,6.5603514
36091_2022-09-01,6.5756068
36091_2022-10-01,6.5679789
36093_2019-08-01,5.4643641
36093_2019-09-01,5.5466833
36093_2019-10-01,5.5195179
36093_2019-11-01,5.7302556
36093_2019-12-01,5.6504059
36093_2020-01-01,5.6775503
36093_2020-02-01,5.6306009
36093_2020-03-01,5.5474105
36093_2020-04-01,5.6709609
36093_2020-05-01,5.6429558
36093_2020-06-01,5.6174221
36093_2020-07-01,5.6330719
36093_2020-08-01,5.583652
36093_2020-09-01,5.7978058
36093_2020-10-01,5.7146153
36093_2020-11-01,5.6528401
36093_2020-12-01,5.5968304
36093_2021-01-01,5.5492854
36093_2021-02-01,5.273304
36093_2021-03-01,5.3219094
36093_2021-04-01,5.33921
36093_2021-05-01,5.3350906
36093_2021-06-01,5.3548627
36093_2021-07-01,5.4125304
36093_2021-08-01,5.4199448
36093_2021-09-01,5.4117064
36093_2021-10-01,5.5015035
36093_2021-11-01,5.6184864
36093_2021-12-01,5.6489682
36093_2022-01-01,5.650847
36093_2022-02-01,5.6656547
36093_2022-03-01,5.6919799
36093_2022-04-01,5.6977386
36093_2022-05-01,5.6804628
36093_2022-06-01,5.7586155
36093_2022-07-01,5.8326545
36093_2022-08-01,5.7742457
36093_2022-09-01,5.8079748
36093_2022-10-01,5.8104429
36095_2019-08-01,2.956636
36095_2019-09-01,2.9682307
36095_2019-10-01,2.9759605
36095_2019-11-01,2.9759605
36095_2019-12-01,2.9798253
36095_2020-01-01,2.983391
36095_2020-02-01,2.9756117
36095_2020-03-01,2.8822591
36095_2020-04-01,3.0067291
36095_2020-05-01,2.9406044
36095_2020-06-01,2.9756117
36095_2020-07-01,2.9756117
36095_2020-08-01,2.9483838
36095_2020-09-01,2.8939283
36095_2020-10-01,2.8822591
36095_2020-11-01,2.9133766
36095_2020-12-01,2.9289353
36095_2021-01-01,2.9128859
36095_2021-02-01,2.8427899
36095_2021-03-01,2.8856263
36095_2021-04-01,2.8817322
36095_2021-05-01,2.8973091
36095_2021-06-01,2.8739438
36095_2021-07-01,2.8700495
36095_2021-08-01,2.8934147
36095_2021-09-01,2.9206746
36095_2021-10-01,2.9050975
36095_2021-11-01,2.8973091
36095_2021-12-01,2.9012034
36095_2022-01-01,2.8904212
36095_2022-02-01,2.8787348
36095_2022-03-01,2.8670485
36095_2022-04-01,2.8748393
36095_2022-05-01,2.8397803
36095_2022-06-01,2.8553622
36095_2022-07-01,2.9371665
36095_2022-08-01,2.9098983
36095_2022-09-01,2.941062
36095_2022-10-01,2.9644346
36097_2019-08-01,5.4564242
36097_2019-09-01,5.6011024
36097_2019-10-01,5.594213
36097_2019-11-01,5.6493282
36097_2019-12-01,5.6631069
36097_2020-01-01,7.1423635
36097_2020-02-01,6.803896
36097_2020-03-01,5.7263246
36097_2020-04-01,7.239069
36097_2020-05-01,7.2114387
36097_2020-06-01,7.2114387
36097_2020-07-01,7.2045312
36097_2020-08-01,7.1769013
36097_2020-09-01,7.1976237
36097_2020-10-01,7.2114387
36097_2020-11-01,7.156179
36097_2020-12-01,7.0940113
36097_2021-01-01,6.9799585
36097_2021-02-01,6.0539045
36097_2021-03-01,6.0953698
36097_2021-04-01,6.0608153
36097_2021-05-01,6.0193505
36097_2021-06-01,5.9917068
36097_2021-07-01,5.9709744
36097_2021-08-01,5.9156876
36097_2021-09-01,5.901866
36097_2021-10-01,5.8949552
36097_2021-11-01,5.8189359
36097_2021-12-01,5.763649
36097_2022-01-01,5.7483206
36097_2022-02-01,5.6790638
36097_2022-03-01,5.7483206
36097_2022-04-01,5.7275434
36097_2022-05-01,5.692915
36097_2022-06-01,5.6721377
36097_2022-07-01,5.7483206
36097_2022-08-01,5.6582866
36097_2022-09-01,5.6859894
36097_2022-10-01,5.6790638
36099_2019-08-01,2.776381
36099_2019-09-01,2.9739244
36099_2019-10-01,2.9487824
36099_2019-11-01,2.9631493
36099_2019-12-01,2.9415991
36099_2020-01-01,2.9606094
36099_2020-02-01,2.9461675
36099_2020-03-01,2.9028416
36099_2020-04-01,2.9353359
36099_2020-05-01,2.9533885
36099_2020-06-01,2.9894934
36099_2020-07-01,3.0436509
36099_2020-08-01,3.0544825
36099_2020-09-01,3.0400405
36099_2020-10-01,3.0147669
36099_2020-11-01,3.0039353
36099_2020-12-01,2.9822724
36099_2021-01-01,2.9988005
36099_2021-02-01,2.9697213
36099_2021-03-01,2.9624515
36099_2021-04-01,2.9442768
36099_2021-05-01,2.9297371
36099_2021-06-01,2.9297371
36099_2021-07-01,2.9115627
36099_2021-08-01,2.9115627
36099_2021-09-01,2.9115627
36099_2021-10-01,2.9188325
36099_2021-11-01,2.9188325
36099_2021-12-01,2.9079278
36099_2022-01-01,2.9157708
36099_2022-02-01,2.9449284
36099_2022-03-01,2.9813755
36099_2022-04-01,2.9886649
36099_2022-05-01,3.0032437
36099_2022-06-01,3.0287569
36099_2022-07-01,3.1089404
36099_2022-08-01,3.0834274
36099_2022-09-01,3.1198747
36099_2022-10-01,3.1235194
36101_2019-08-01,3.0819259
36101_2019-09-01,3.2596533
36101_2019-10-01,3.0411143
36101_2019-11-01,3.3662896
36101_2019-12-01,3.4386971
36101_2020-01-01,3.5856259
36101_2020-02-01,3.5420437
36101_2020-03-01,3.556571
36101_2020-04-01,3.5737398
36101_2020-05-01,3.5816638
36101_2020-06-01,3.4931788
36101_2020-07-01,3.5631745
36101_2020-08-01,3.1022596
36101_2020-09-01,2.9926438
36101_2020-10-01,2.963589
36101_2020-11-01,2.971513
36101_2020-12-01,2.9833992
36101_2021-01-01,2.9424229
36101_2021-02-01,3.3026114
36101_2021-03-01,3.3277717
36101_2021-04-01,3.3171778
36101_2021-05-01,3.2959902
36101_2021-06-01,3.2893691
36101_2021-07-01,3.2761269
36101_2021-08-01,3.2628846
36101_2021-09-01,3.2364001
36101_2021-10-01,3.2258065
36101_2021-11-01,3.2377245
36101_2021-12-01,3.2390487
36101_2022-01-01,3.2522922
36101_2022-02-01,3.2842295
36101_2022-03-01,3.296206
36101_2022-04-01,3.3121748
36101_2022-05-01,3.2789066
36101_2022-06-01,3.2802374
36101_2022-07-01,3.3441122
36101_2022-08-01,3.2882218
36101_2022-09-01,3.2842295
36101_2022-10-01,3.286891
36103_2019-08-01,9.9054852
36103_2019-09-01,9.9788475
36103_2019-10-01,9.8780069
36103_2019-11-01,9.9508553
36103_2019-12-01,9.9059992
36103_2020-01-01,9.8976564
36103_2020-02-01,9.7474403
36103_2020-03-01,9.7808313
36103_2020-04-01,9.988987
36103_2020-05-01,10.134052
36103_2020-06-01,10.175683
36103_2020-07-01,10.203323
36103_2020-08-01,10.270448
36103_2020-09-01,10.284954
36103_2020-10-01,10.332422
36103_2020-11-01,10.328903
36103_2020-12-01,10.360578
36103_2021-01-01,10.344031
36103_2021-02-01,10.078078
36103_2021-03-01,10.170819
36103_2021-04-01,10.206509
36103_2021-05-01,10.205908
36103_2021-06-01,10.250862
36103_2021-07-01,10.269994
36103_2021-08-01,10.301136
36103_2021-09-01,10.277801
36103_2021-10-01,10.304739
36103_2021-11-01,10.40889
36103_2021-12-01,10.4674
36103_2022-01-01,10.468835
36103_2022-02-01,10.45633
